author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,house_material_type,finish_type,living_meters,kitchen_meters,district,street,house_number,underground,residential_complex,price_per_m2
Whitewill,real_estate_agent,Москва,sale,flat,18,18,4,230.0,189000000.0,2007,-1,-1,73 м²,40 м²,Дорогомилово,Резервный проезд,4,Студенческая,Кутузовский,821739.1304347826
Whitewill,real_estate_agent,Москва,sale,flat,2,6,-1,210.0,230000000.0,-1,-1,-1,123 м²,10 м²,Басманный, Солянка,1/2С1,Китай-город,,1095238.0952380951
Whitewill,real_estate_agent,Москва,sale,flat,41,41,4,165.0,250000000.0,2024,-1,-1,72 м²,31 м²,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide,1515151.5151515151
Whitewill,real_estate_agent,Москва,sale,flat,3,12,-1,238.0,298000000.0,-1,-1,-1,"153,6 м²",35 м²,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад,1252100.8403361344
Kalinka Group,real_estate_agent,Москва,sale,flat,4,9,-1,229.3,303000000.0,-1,-1,-1,"207,7 м²","16,6 м²",Замоскворечье,Руновский переулок,12,Новокузнецкая,,1321412.9960750109
Whitewill,real_estate_agent,Москва,sale,flat,16,17,-1,264.0,345000000.0,2022,-1,-1,150 м²,23 м²,Пресненский,Звенигородское шоссе,11,Улица 1905 года,Дизайнерский дом Eleven,1306818.1818181819
Whitewill,real_estate_agent,Москва,sale,flat,4,4,4,240.5,350500000.0,-1,-1,-1,134 м²,16 м²,Раменки,Минская ,2Вк6,Минская,Снегири Эко,1457380.4573804573
Whitewill,real_estate_agent,Москва,sale,flat,4,7,5,334.4,820199999.0,2017,-1,-1,153 м²,60 м²,Хамовники, Ефремова,19к4,Спортивная,Knightsbridge Private Park,2452751.1931818184
Андрей Куролесов,realtor,Москва,sale,flat,2,5,-1,12.8,4000000.0,-1,-1,-1,-1,-1,Восточное Измайлово,14-я Парковая ,4,Первомайская,,312500.0
Алексей Рыбаков,realtor,Москва,sale,flat,2,5,1,15.8,6950000.0,1956,-1,-1,"13,3 м²",-1,Головинский,Солнечногорская ,7к1,Моссельмаш,,439873.41772151896
NF GROUP,real_estate_agent,Москва,sale,flat,4,5,3,157.0,89000000.0,2016,-1,-1,-1,20 м²,Пресненский,Столярный переулок,3к34,Улица 1905 года,Рассвет Loft-Studio,566878.9808917197
Whitewill,real_estate_agent,Москва,sale,flat,27,41,4,136.0,146000000.0,-1,-1,-1,103 м²,9 м²,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк,1073529.4117647058
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,6,7,4,230.7,245000000.0,2016,-1,-1,-1,-1,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом,1061985.2622453403
Алексей Рыбаков,realtor,Москва,sale,flat,2,5,1,15.8,6950000.0,1956,-1,-1,"13,2 м²",-1,Головинский,Солнечногорская ,7к1,Моссельмаш,,439873.41772151896
MHEstate - Элитная недвижимость,real_estate_agent,Москва,sale,flat,34,39,2,49.0,28500000.0,2022,-1,-1,20 м²,8 м²,Раменки, Лобачевского,120к1,Аминьевская,Крылья,581632.6530612245
Whitewill,real_estate_agent,Москва,sale,flat,10,22,2,90.0,43900000.0,-1,-1,-1,60 м²,10 м²,Раменки, Пырьева,9К1,Поклонная,,487777.77777777775
PEOPLE,real_estate_agent,Москва,sale,flat,9,32,3,68.2,59000000.0,2023,-1,-1,-1,-1,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,865102.6392961877
PEOPLE,real_estate_agent,Москва,sale,flat,12,32,3,69.0,61500000.0,2023,-1,-1,-1,-1,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,891304.3478260869
PEOPLE,real_estate_agent,Москва,sale,flat,11,32,3,69.0,61500000.0,2023,-1,-1,-1,-1,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,891304.3478260869
PEOPLE,real_estate_agent,Москва,sale,flat,8,32,3,84.4,75000000.0,2023,-1,-1,-1,-1,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,888625.5924170616
Kalinka Group,real_estate_agent,Москва,sale,flat,19,29,4,162.7,85000000.0,2012,-1,-1,-1,-1,Южнопортовый, 1-я Машиностроения,10,Дубровка,Дубровская Слобода,522433.9274738783
Whitewill,real_estate_agent,Москва,sale,flat,4,15,3,103.0,94000000.0,-1,-1,-1,"57,1 м²","16,7 м²",Дорогомилово,Студенческая ,20к1,Студенческая,Студенческая 20,912621.3592233009
Point Estate Город,real_estate_agent,Москва,sale,flat,3,13,4,97.0,97000000.0,-1,-1,-1,77 м²,15 м²,Пресненский, Сергея Макеева,9к3,Улица 1905 года,RedSide,1000000.0
Point Estate Город,real_estate_agent,Москва,sale,flat,10,13,3,96.7,99500000.0,-1,-1,-1,"71,7 м²",20 м²,Пресненский, Сергея Макеева,9к3,Улица 1905 года,RedSide,1028955.5325749741
BARNES International Realty,real_estate_agent,Москва,sale,flat,17,22,5,198.0,110000000.0,2003,-1,-1,-1,15 м²,Тропарево-Никулино,проспект Вернадского,92,Тропарёво,Корона,555555.5555555555
Kalinka Group,real_estate_agent,Москва,sale,flat,2,5,2,84.63,128500000.0,2022,-1,-1,"49,6 м²",30 м²,Басманный,Потаповский переулок,6С1,Чистые пруды,Абрикосов,1518374.0990192604
Point Estate Город,real_estate_agent,Москва,sale,flat,3,4,4,180.0,137000000.0,-1,-1,-1,155 м²,20 м²,Гагаринский,Андреевская набережная,1к10,Ленинский проспект,,761111.1111111111
Soul Estate,real_estate_agent,Москва,sale,flat,2,5,4,136.0,145000000.0,2021,-1,-1,-1,39 м²,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse,1066176.4705882352
NIKA ESTATE,real_estate_agent,Москва,sale,flat,3,3,4,170.0,164039999.0,2010,-1,-1,75 м²,"25,6 м²",Мещанский,переулок Печатников,12,Трубная,Печатников 12,964941.1705882353
Smolenka Estate,real_estate_agent,Москва,sale,flat,3,9,4,186.0,172241999.0,2001,-1,-1,-1,-1,Хамовники,7-й Ростовский переулок,11,Киевская,Дом в Ростовском переулке,926032.252688172
Istudio,real_estate_agent,Москва,sale,flat,4,6,5,195.0,230000000.0,2019,-1,-1,-1,15 м²,Раменки,Минская ,2Вк4,Минская,Снегири Эко,1179487.1794871795
Алексей Рыбаков,realtor,Москва,sale,flat,5,5,1,15.5,6800000.0,1958,-1,-1,13 м²,-1,Головинский,Солнечногорская ,7к1,Моссельмаш,,438709.67741935485
Лаура Рамазанова,realtor,Москва,sale,flat,4,5,1,36.0,15700000.0,1955,-1,-1,21 м²,11 м²,Кунцево,Полоцкая ,23,Молодёжная,,436111.1111111111
Intermark Real Estate,real_estate_agent,Москва,sale,flat,6,13,2,52.0,35800000.0,2019,-1,-1,32 м²,15 м²,Аэропорт,Ленинградский проспект,36с36,Динамо,ВТБ Арена парк,688461.5384615385
Intermark Real Estate,real_estate_agent,Москва,sale,flat,8,22,2,87.2,38000000.0,2005,-1,-1,40 м²,14 м²,Раменки, Пырьева,9К1,Поклонная,,435779.81651376147
Intermark Real Estate,real_estate_agent,Москва,sale,flat,10,33,3,113.9,47000000.0,2007,-1,-1,71 м²,10 м²,Тропарево-Никулино,проспект Вернадского,105к4,Юго-Западная,,412642.6690079016
Apple Real Estate,real_estate_agent,Москва,sale,flat,14,17,5,208.0,61000000.0,-1,-1,-1,127 м²,13 м²,Раменки,Мичуринский проспект,19К2,Раменки,,293269.23076923075
Intermark Real Estate,real_estate_agent,Москва,sale,flat,9,14,4,96.5,64000000.0,2023,-1,-1,69 м²,8 м²,Раменки,проспект Генерала Дорохова,39к2Е,Минская,Собрание клубных домов West Garden,663212.4352331606
Intermark Real Estate,real_estate_agent,Москва,sale,flat,5,8,4,100.0,65000000.0,1954,-1,-1,75 м²,15 м²,Гагаринский, Строителей,6К6,Университет,,650000.0
Intermark Real Estate,real_estate_agent,Москва,sale,flat,7,17,-1,176.0,69800000.0,2013,-1,-1,116 м²,10 м²,Теплый Стан, Академика Виноградова,9,Генерала Тюленева,Теплый край,396590.9090909091
Intermark Real Estate,real_estate_agent,Москва,sale,flat,6,12,3,120.9,72200000.0,2004,-1,-1,93 м²,15 м²,Мещанский,Протопоповский переулок,17С2,Проспект Мира,,597187.7584780811
Intermark Real Estate,real_estate_agent,Москва,sale,flat,3,18,4,137.0,71900000.0,2008,-1,-1,91 м²,10 м²,Пресненский,Шмитовский проезд,20,Москва-Сити,Дом на Пресне,524817.5182481752
ID 114427675,homeowner,Москва,sale,flat,3,6,3,109.0,77000000.0,2005,-1,-1,62 м²,8 м²,Хорошевский,Ходынский бульвар,13,ЦСКА,Гранд-парк,706422.0183486239
Whitewill,real_estate_agent,Москва,sale,flat,17,34,3,85.7,88990000.0,2024,-1,-1,51 м²,10 м²,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,1038389.731621937
Kalinka Group,real_estate_agent,Москва,sale,flat,4,8,4,132.0,91000000.0,-1,-1,-1,-1,-1,Мещанский,Большой Сухаревский переулок,11,Сухаревская,,689393.9393939395
Intermark Real Estate,real_estate_agent,Москва,sale,flat,4,7,4,128.7,117000000.0,2019,-1,-1,70 м²,19 м²,Таганский,Большая Андроньевская ,7,Площадь Ильича,The Mostman,909090.9090909092
ЛюксДом,real_estate_agent,Москва,sale,flat,5,13,3,117.2,128500000.0,2023,-1,-1,83 м²,17 м²,Дорогомилово, Братьев Фонченко,вл3,Парк Победы,Victory Park Residences,1096416.3822525598
Whitewill,real_estate_agent,Москва,sale,flat,16,34,3,101.0,135000000.0,2024,-1,-1,70 м²,15 м²,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,1336633.6633663366
Kalinka Group,real_estate_agent,Москва,sale,flat,6,13,4,115.0,143000000.0,2017,-1,-1,"82,4 м²","27,6 м²",Пресненский, Сергея Макеева,9к3,Улица 1905 года,RedSide,1243478.2608695652
Intermark Real Estate,real_estate_agent,Москва,sale,flat,15,27,5,254.0,149000000.0,2002,-1,-1,204 м²,25 м²,Хорошево-Мневники,Карамышевская набережная,56К1,Бульвар Генерала Карбышева,,586614.1732283465
ЛюксДом,real_estate_agent,Москва,sale,flat,3,3,4,170.2,162266086.0,2009,-1,-1,94 м²,18 м²,Мещанский,переулок Печатников,12,Трубная,Печатников 12,953384.7591069331
Intermark Real Estate,real_estate_agent,Москва,sale,flat,7,7,5,242.0,180000000.0,1914,-1,-1,124 м²,19 м²,Пресненский,Никитский бульвар,12,Арбатская,,743801.652892562
Whitewill,real_estate_agent,Москва,sale,flat,28,34,3,128.0,179200000.0,2024,-1,-1,70 м²,13 м²,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,1400000.0
ЛюксДом,real_estate_agent,Москва,sale,flat,4,13,4,154.0,210000000.0,2023,-1,-1,88 м²,20 м²,Дорогомилово, Братьев Фонченко,вл3,Парк Победы,Victory Park Residences,1363636.3636363635
Contact Real Estate,real_estate_agent,Москва,sale,flat,5,5,-1,262.0,370000000.0,-1,-1,-1,-1,23 м²,Замоскворечье,Большая Татарская ,вл13с16,Новокузнецкая,Bogenhouse,1412213.7404580154
Метриум Премиум Городская недвижимость,real_estate_agent,Москва,sale,flat,9,11,5,363.0,575000000.0,2003,-1,-1,125 м²,-1,Хамовники,1-й Неопалимовский переулок,8,Парк Культуры,Венский дом,1584022.0385674932
Ирина Берёзкина,realtor,Москва,sale,flat,5,5,1,30.1,10300000.0,1961,-1,-1,19 м²,6 м²,Перово, Плющева,16,Перово,,342192.69102990034
Whitewill,real_estate_agent,Москва,sale,flat,24,26,2,70.3,59500000.0,2025,-1,Чистовая,"40,8 м²",18 м²,Пресненский,,,Улица 1905 года,Republic,846372.6884779517
Intermark Real Estate,real_estate_agent,Москва,sale,flat,14,17,5,208.0,65000000.0,1998,-1,-1,127 м²,13 м²,Раменки,Мичуринский проспект,19К2,Раменки,,312500.0
Apple Real Estate,real_estate_agent,Москва,sale,flat,26,36,3,120.0,109900000.0,-1,-1,-1,75 м²,13 м²,Раменки,Минская ,2,Минская,Долина Сетунь,915833.3333333334
